Source,Target,Weight
37436,48909,70
37371,1721,79
67306,15181,220
23278,41277,497
7361,8961,85
24490,82075,366
2236,85492,221
7202,88218,361
74414,63350,388
77865,93413,494
91385,52418,326
69392,83943,212
46732,29565,122
53242,97966,216
261,35401,124
74728,43551,392
45852,89666,304
21022,36816,415
75452,88745,439
60424,44905,441
78851,24951,378
70009,33990,17
69069,46381,442
47623,30897,53
53615,77030,348
40237,57079,485
12491,15622,109
24393,58712,342
88955,96859,47
92601,2362,218
67883,2928,64
24968,37523,342
86773,43956,484
35317,61211,413
79121,28263,420
6531,83130,255
33639,7375,203
84148,85986,260
71820,39500,42
46669,38398,309
46682,94966,189
69758,91515,339
73194,40353,337
71485,19429,5
56255,67697,427
26063,54744,458
88910,76262,141
20149,14970,73
94832,84815,419
7384,14971,61
97893,20054,67
18874,96772,366
29052,90011,214
43705,66457,439
43168,61290,89
33368,68032,270
95880,21408,168
15617,88577,321
82531,5937,121
64022,41587,78
72569,22752,8
7116,61762,134
79588,61266,478
805,12671,175
91351,2015,72
94847,61587,154
13143,23847,354
36680,69470,350
48404,6607,324
55817,87860,264
40045,77918,219
46025,25652,130
63154,46912,276
93281,46810,362
2597,16118,122
55201,8998,287
57707,77614,324
42591,36625,244
96098,70812,494
98634,51633,216
78323,42543,419
57792,59331,232
13188,77864,67
94858,10845,382
2688,85215,84
17955,32861,256
46426,22624,418
62342,46583,165
50867,52434,488
18530,82233,17
3548,90704,394
43369,73477,308
75735,3998,283
85463,66622,313
26526,3563,28
6327,98972,125
29166,49770,411
40436,72588,77
24488,90058,451
39899,64854,398
89619,79999,10
79910,88669,114
69579,76263,251
58001,15847,170
85763,4849,88
51823,66478,70
2326,20637,193
59929,23542,181
90397,11026,195
70629,63300,446
69934,67335,385
40481,34767,148
79729,62524,4
10195,17554,467
39747,12763,240
4534,7039,213
30910,59553,36
38770,70942,441
13094,75146,297
95566,89633,374
15804,25785,348
88620,27820,244
58432,71741,361
15453,61949,376
87712,42639,398
25847,92251,130
6822,33815,123
93051,92344,168
5894,38896,8
41970,27732,91
35984,40043,350
23350,40781,387
46898,5209,123
50566,98602,442
29937,63072,252
70497,72899,447
59895,63301,37
31875,61123,31
95560,66257,148
43361,73472,2
52737,38232,370
45853,90013,193
50653,69763,179
30168,73026,454
63895,85811,105
39082,26420,221
49743,48585,289
33047,89302,367
41920,39932,394
23874,44265,162
49841,53347,377
23341,31082,90
7631,26608,235
24155,58661,327
98844,80567,48
86031,71716,58
84226,74544,55
79751,1188,39
91943,89650,207
86283,90941,293
8940,72078,95
33043,46005,382
15388,90278,4
17846,25904,428
50427,32155,5
46662,36422,123
93420,81512,80
43349,85459,381
50908,98583,433
19291,53445,130
39849,55214,105
53588,68336,460
61539,92188,95
32580,76297,37
50075,98443,128
25353,25301,452
91856,80495,458
28132,77783,104
88052,88464,2
34604,84783,347
46483,9964,282
49712,8809,243
23590,69000,444
6846,84926,100
31641,64564,93
61931,88562,124
66813,17559,182
36379,95273,198
34631,83006,368
5700,30469,385
622,62263,292
4133,26649,4
40203,98400,478
13173,62908,416
97142,85944,247
34454,71338,215
4699,49760,103
28673,65885,26
41351,2010,235
72138,19749,499
2205,14020,253
92914,18975,65
42756,87697,275
83471,59539,85
97071,16186,400
469,81778,46
87990,33789,40
22194,96308,142
47176,29613,264
28156,70117,251
17662,38540,359
10159,21526,419
26243,67597,364
59191,23690,75
12658,60598,124
63293,62856,181
35364,46337,271
14583,11773,156
14573,42523,331
35420,25014,348
87452,57620,255
51689,98570,379
295,61028,73
15428,45590,383
89519,87233,2
15346,76181,287
72267,25884,37
93235,34536,283
39678,68197,172
32531,25499,146
29998,38450,91
57338,35332,358
7655,91720,252
51875,31518,294
6725,1333,379
92493,9877,126
70032,49423,35
26285,92519,291
19735,15443,358
37710,42987,111
30155,22857,59
86222,71148,75
45945,15064,137
86333,57590,98
3164,58139,240
55252,24569,395
55457,46503,178
83622,87030,424
53055,40403,29
37949,83923,144
9753,29534,32
5039,28439,291
12589,42158,318
91762,79520,459
3677,60819,140
29316,48674,272
57893,40686,422
57479,98987,77
88199,61678,362
49577,88949,127
88528,99940,162
31225,60749,144
99503,19179,454
53347,76092,356
1797,98398,68
3916,57006,415
86488,20407,355
74411,99009,375
57939,48885,362
99015,43601,485
69772,71499,423
38457,53671,191
79974,17822,6
63861,37142,318
4434,85520,474
68177,65052,491
66506,4371,59
78690,39297,306
46142,23640,426
10101,53043,250
70003,2917,58
21239,84224,195
20558,22237,471
21903,19193,145
99877,76776,435
95036,60210,405
60156,79554,411
25665,81159,151
86808,48067,412
42864,31564,281
69591,51019,112
41715,25214,221
68316,68891,476
42446,69790,28
6003,79811,158
4608,54969,364
84515,46819,281
72903,52059,2
41097,18,37
61573,84676,12
45188,52906,316
15455,6845,436
40097,21471,143
86255,72658,191
35780,23305,365
55375,6799,486
80531,62321,293
98825,81779,35
79032,26511,447
93822,15310,133
93237,4485,31
62823,24555,262
75566,93972,62
25507,91343,205
39126,35187,314
5177,34951,396
18098,61918,285
14274,97580,79
40433,20203,355
66199,64019,411
852,13499,224
11817,73026,483
30821,66959,77
54094,8943,491
69039,91268,498
5871,98778,385
2441,74356,309
27021,1319,123
79853,15058,36
16433,10960,170
67684,98210,345
9623,52681,273
67119,77257,20
26322,71000,171
10178,27565,402
79277,77433,286
36401,82949,29
15350,2757,114
70025,12278,171
54622,3624,59
38867,77517,349
70978,9388,204
41555,32298,351
58806,23402,140
36027,89563,259
93979,73262,258
83007,6589,341
9929,96686,190
81278,87629,191
5024,46427,227
52456,61259,455
95491,76209,172
78438,43795,459
58670,80570,180
7582,26869,412
83670,44499,146
78325,46205,51
53655,32429,300
87835,8156,255
80230,65554,343
94704,1257,248
9799,17338,92
44309,92100,33
15100,38973,338
25056,54798,260
27548,5294,271
9849,66863,120
12077,70472,8
95482,48240,66
743,9570,469
10465,49467,78
16335,73318,57
89767,68232,366
76845,18088,222
77220,65474,304
81888,55132,469
43590,2167,194
94332,9031,90
2099,64374,115
4539,20058,177
86134,46192,391
17139,48714,130
83308,11678,49
57280,93196,115
99352,89351,80
98075,23552,194
303,95513,474
22054,66454,406
99994,18113,101
68803,5284,189
74421,74677,342
32360,88294,48
60695,52546,478
60163,11557,362
89128,72915,115
48017,56843,246
36162,89429,487
65623,50057,367
81845,19106,12
61805,74635,318
17130,21028,111
24063,6483,209
39109,49533,265
26774,80858,94
70687,24220,348
81752,41613,72
57619,78507,107
26976,93549,156
95900,11492,117
130,55335,498
63712,43674,228
21098,42774,226
29765,28418,276
98615,29989,163
86858,43200,95
84298,45586,355
34872,98130,164
33131,17663,211
51106,7831,165
42491,549,191
6409,34413,295
69453,22666,151
88676,30460,412
82925,57615,369
45134,16889,442
70754,79165,142
79593,68684,182
53809,79872,239
58050,73723,148
55425,74359,20
39296,60930,391
11592,90318,272
81325,81629,157
35576,60324,90
97155,76311,160
69776,58703,42
44585,48806,148
71041,51879,6
28237,60992,415
29682,18922,493
71815,69245,220
2313,97786,161
59440,15750,220
6163,40559,437
31193,37857,158
39111,57304,51
97357,78349,154
1533,99406,96
87666,71729,223
87292,68452,174
67205,98540,111
784,19628,13
84688,34779,101
99284,460,243
73843,72045,498
10899,50938,250
79745,98027,243
15136,71406,206
35140,43946,198
66489,44455,308
44428,33434,369
95734,56931,482
23558,39211,165
18362,74430,348
8207,4697,19
51215,42369,302
42181,80838,372
75864,53874,41
17455,34144,419
7972,44962,263
62525,67836,350
84786,17085,49
21366,68799,303
61741,12427,466
90161,70197,75
44497,20720,330
94780,86760,213
7551,86000,129
59873,66497,166
4885,5548,67
68592,18176,372
39976,47771,139
59586,500,399
92003,1782,64
51289,4936,287
41937,18356,193
44591,36580,364
31893,95825,443
18205,51572,429
30680,12195,180
94501,45353,456
42117,62797,136
10092,70288,209
46289,54233,265
60788,87352,342
14047,15717,301
24829,13489,74
76800,19797,15
74169,63621,96
43595,80398,406
38494,80392,83
2588,65035,132
23248,3996,318
51965,28435,404
50066,50502,476
24490,44679,343
40142,8612,282
17761,42693,433
15867,62804,388
98587,2584,355
31956,99256,398
69614,89111,436
57888,74106,464
22189,75792,158
79079,35434,334
2894,36304,472
93169,45745,493
8866,55440,292
55748,67933,50
47791,82721,9
19021,2448,85
22120,73641,475
25688,40646,387
54417,766,344
12493,68120,164
88078,91814,76
18838,67847,361
20404,79088,476
25250,99908,321
43367,20174,71
33257,74705,284
40421,81360,19
39554,77368,138
12005,78093,477
63217,20157,164
84941,43352,272
52009,92013,218
78203,65786,443
78322,56942,488
17951,63355,226
93698,57439,141
73144,21884,27
36719,17710,144
83236,24253,65
56077,3548,82
54213,56079,227
2302,89770,223
56557,46309,400
44611,82929,91
51203,90187,365
61533,93908,383
3613,63894,220
20734,83354,191
33355,19788,3
94121,70812,391
27064,68101,233
38876,91630,394
26922,40917,172
10071,25075,7
13587,97228,495
67690,3052,105
73407,41590,416
82147,60645,456
17345,54948,179
19238,77966,234
15836,35412,225
29261,66841,376
60480,31160,68
53670,99697,199
38494,30352,243
66955,7535,314
95782,7422,412
1021,32295,99
69458,14889,497
21761,55198,230
91860,65289,141
99140,69857,186
6829,99875,82
94869,30001,266
99997,24578,206
88733,34116,397
28687,84690,356
19686,50724,416
87771,69724,411
75162,98351,314
63932,33368,357
96133,93736,189
60823,24430,365
13765,19566,487
45696,36626,20
63683,17207,424
2330,84035,273
81378,69894,422
72678,30169,305
7409,34813,201
4989,4565,217
53720,86885,389
23036,68557,65
7471,55693,230
34577,13632,49
57429,66798,467
39917,27733,29
11876,94340,146
14772,84633,233
15703,50982,146
48452,74505,3
67604,39238,357
5561,96007,93
14351,35206,269
20961,32377,40
28246,6938,275
282,4306,196
45609,166,115
86274,13167,380
51500,49419,257
6853,45792,182
74863,5578,71
68249,14552,407
70742,59269,56
13705,79398,61
59188,35924,83
52684,63017,289
27591,70929,472
88580,75234,287
61397,58126,179
22102,23365,262
89089,58134,278
7090,22127,339
19490,2746,121
52001,25059,341
71684,28245,305
96604,8506,357
42978,52799,407
62662,34516,67
87432,83336,466
56610,28249,104
87005,77882,174
5834,10123,275
54804,65472,208
82607,69827,83
58620,11207,123
36381,26589,184
39279,13953,255
71008,77666,300
70612,26387,77
69561,11185,214
32283,9635,10
36504,7308,10
2152,90504,85
84956,93530,115
74921,43087,456
61515,43193,321
75252,71932,142
76683,98087,387
86991,68091,95
25389,23510,480
22287,51935,100
44301,27908,324
7454,59499,339
71647,11775,67
20817,62951,388
60328,86594,268
87703,2925,330
17949,46483,248
21274,60385,342
25443,93562,147
72229,12472,429
32239,80330,352
49403,76926,423
51232,14680,425
44110,43337,205
54482,17225,246
79254,59104,155
93309,66331,118
25131,83171,165
85354,98333,280
2890,57224,31
82479,67265,338
70430,33450,351
79535,96109,242
76114,27493,437
81794,16968,276
53482,59139,169
25881,69298,65
93587,73347,388
90937,92983,269
48966,53298,212
8209,8233,173
6940,89142,266
35621,94371,393
48851,4985,309
30558,44881,366
16560,58281,369
15116,24054,259
57237,74833,173
98608,45656,96
13672,17232,33
32353,28723,411
6694,12239,408
60565,49270,226
40253,28302,81
41475,27838,166
98925,64702,402
84478,94949,291
57226,4620,226
12253,20479,398
48181,23067,433
72277,78992,65
7702,44479,262
67456,35212,7
33282,97530,491
51078,22288,210
53879,97309,278
46984,79119,14
5158,83708,276
99022,49533,212
63707,16644,213
54896,23589,228
25529,24370,236
77900,46889,409
3305,84910,169
9275,10030,131
17902,17435,394
49611,24656,72
18989,97405,307
43754,6188,342
99338,11997,310
8274,92115,368
96185,71751,408
38748,35179,110
77815,75754,362
36529,97772,351
93934,94215,304
24303,4359,302
40958,64345,252
79663,84259,249
7459,86024,31
93913,13652,268
45531,55654,151
1180,92934,67
5381,16310,108
44201,23423,402
28882,1680,203
87321,93919,487
75174,60235,345
28744,61402,101
28839,74423,415
88839,68615,4
63193,36059,237
44559,14782,76
15411,78328,55
26331,21088,100
49089,97636,440
83852,73873,432
14202,14029,41
43204,63817,349
6418,10302,468
10781,77839,412
69665,6284,460
58077,74225,293
5399,79203,130
14481,89102,400
43940,11363,427
66814,52118,305
9020,20803,240
9183,93058,1
60749,81399,215
52770,143,449
59725,36975,303
64620,8135,320
62920,82495,40
11357,5228,170
74019,46920,134
52710,4901,487
32635,68424,435
32228,29544,145
85032,50540,117
39615,18519,5
98715,15343,109
7904,90876,236
42680,50468,328
71695,51501,48
53473,38365,401
79096,38876,167
98992,76948,391
50226,38968,126
80771,12460,159
19523,55495,401
7852,1608,31
24290,20683,414
4678,18908,32
66831,10495,109
60464,16224,368
33721,231,150
37689,77465,355
43961,92832,209
42865,68992,229
46671,8376,190
46917,16404,103
8530,45781,30
31156,80574,114
11028,82244,159
58664,13827,19
17329,85966,62
22428,37969,64
24081,86027,297
39048,49918,6
78659,73205,10
77770,10203,487
25256,69264,338
99436,9824,183
66420,10279,475
11014,13691,94
26254,11550,181
71438,52704,165
97185,26088,473
39683,53882,395
87626,35086,189
53492,2259,134
8708,8150,412
19687,8279,308
35700,56525,260
83526,13287,142
10755,47463,320
93904,2073,81
23763,98243,54
23394,47013,187
57310,66647,411
59098,1625,324
31100,10647,86
2994,71083,255
41563,49057,420
46661,94673,30
91147,85335,155
17542,95692,160
24375,56855,327
6012,4461,295
53673,96028,349
74726,51310,266
40307,63316,133
53721,62229,18
12513,54002,385
46791,46631,115
61920,30709,231
2381,17468,19
3879,3453,147
48263,92668,269
39409,6831,295
38373,43985,260
85136,60576,267
80411,70271,421
32165,53604,94
10766,7175,194
69071,62016,141
16749,84395,182
45685,32951,16
49441,33835,325
58650,98510,306
32651,25317,442
56808,10663,495
6306,15882,447
1121,77098,493
82977,18330,244
27897,91487,376
16363,4740,398
34638,74795,378
34704,65593,360
19945,3539,85
27375,50329,469
20295,4388,159
83616,79668,49
76142,2191,35
33696,72278,327
74789,94953,345
95449,33951,88
18208,58609,230
52794,1508,127
58487,7799,358
33463,38989,123
11076,94783,160
39138,45430,445
50719,54490,205
56483,5739,364
27808,41082,54
73967,45205,55
25552,9584,190
34438,8162,428
34786,59321,208
39601,26449,374
95434,16115,309
88992,28341,248
51764,1595,96
64087,30095,299
94394,18013,290
47166,3964,430
28040,51899,73
60946,80690,356
37690,93197,91
25873,71555,166
91620,3023,243
30784,17679,167
56809,89775,254
9987,93004,192
96626,93876,386
96908,31641,90
9392,90432,46
1388,86533,114
75759,29672,429
74905,81614,199
56313,76471,325
29259,46,36
6135,89955,200
7302,66404,239
42037,54311,304
66552,45075,107
12689,51559,330
18964,1147,174
35602,23561,34
70397,1833,491
12260,49403,221
53963,66697,477
71614,42912,227
77965,46992,81
35422,82623,428
69347,15844,272
80004,65405,286
5908,27756,81
36,79010,448
10375,63160,132
61609,82153,18
54741,39849,494
88259,67767,299
46780,9389,418
64874,38793,39
53659,71089,199
22426,70061,105
47688,81371,170
13949,77316,224
40590,98964,206
94890,9509,280
25814,3126,345
89610,64297,492
96622,18333,27
84612,53574,376
7102,29272,161
30061,50293,170
23654,61652,279
1557,96213,293
11530,88279,455
86354,24152,163
9280,91804,257
85273,96072,61
74363,41197,489
45204,23775,448
20798,73810,146
55169,29792,110
64691,37286,147
17978,6837,52
30800,90824,400
7722,25918,72
70644,57265,483
46136,81611,460
8680,53284,184
24035,2998,339
65231,34414,376
19463,10719,37
86482,41089,314
90306,31464,237
5664,4920,395
25737,12993,363
44042,6665,183
10381,15797,43
71324,43256,158
22629,24250,197
32717,76148,270
80009,55734,471
74581,87662,124
73794,25390,85
99193,62569,307
17512,88016,258
33884,35844,190
96747,39432,350
47960,74167,11
59291,28139,432
26286,90937,343
45030,10365,344
11711,81048,14
94106,32490,321
21395,15631,206
25465,8113,145
86493,56874,157
37076,15388,146
41896,90394,349
22691,67743,151
4214,61810,169
91072,824,412
25828,61038,218
79163,15708,101
93911,6742,432
97063,93648,353
73792,98411,26
61969,58243,475
41835,12895,13
86291,12516,394
28728,89680,199
82790,29396,410
77908,5873,107
38208,99262,166
43895,38561,135
